University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Oslo,UIO,Mathematics and Natural Sciences,Low Power IoT nodes,Department of Informatics,,,"[['Solid background at university level within analog CMOS integrated circuits as well as digital circuits and systems. This can include for example: IN5180 – Analog Microelectronics Design, IN2060 – Digital Design and Computer Architecture', ""A master's degree within micro-/ Nano-electronics or related fields."", 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5260 – Low Power IoT nodes.\n        \n', 'Teaching', '3 hours of lectures and 2 scheduled hours of lab work (Circuit design lab). Some of the teaching will be given as supervision in labs/exercise classes. Mandatory assignments must be approved prior to the exam. Any access to foundry Process Design Kits (PDKs) require students to sign an NDA.', 'Examination', 'This course has mandatory assignments that have to be approved prior to the exam.', 'The final exam will be an oral or 4 hours written exam depending on the number of course attendees. The project assignment must be presented for the class and teaching staff.', 'The course grade is based on the following assessments:', 'Exercises and project assignment with presentation (40%)final exam (60%), oral/written.', 'All parts of the exam must be passed and must be passed in the same semester.', '\xa0', 'It will also be counted as one of your three attempts to sit the exam for this course, if you sit the exam for one of the following courses: IN5260.'], ['All printed and written resources are allowed.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9260/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Numerical methods for partial differential equations,Department of Informatics,,,"[['MAT1120 – Linear Algebra and IN1010 – Object-oriented Programming', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5270 – Numerical methods for partial differential equations.\n        \n\n          10\n          credits overlap with\n          \n            INF5620 – Numerical methods for partial differential equations (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF9620 – Numerical methods for partial differential equations (continued).\n        \n\n          9\n          credits overlap with\n          \n            IN-NMFPD.\n        \n', 'Teaching', '2 hours of lectures', '2 hours of group exercises (Combination of two types of group exercises. Type 1: Non-compulsory exercises that is reviewed by group teachers; Type 2: Small mandatory calculation or programming exercises that the students must deliver in advance, which are reviewed by the students themselves in small groups under the supervision of a group teacher.)', 'The course has two major mandatory projects. These will contain more questions than the project done as part of the master variant of this course.', 'Each student must pass both major projects, plus at least 3 of the small compulsory exercises. (All compulsory projects and exercises must be passed in the same semester.)', 'Previously passed projects and exercises are valid for 2 years.', 'Examination', 'Oral or written exam depending on the number of students. Both major mandatory projects plus at least 3 of the small compulsory exercises must be passed before the exam. All compulsory projects and exercises must be passed in the same semester.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses: IN5270 – Numerical methods for partial differential equations, INF5620 – Numerical methods for partial differential equations (continued), INF9620 – Numerical methods for partial differential equations (continued), IN-NMFPD'], ['Approved calculator'], ['You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9270/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Ethical Hacking,Department of Informatics,,,"[['General knowledge about information security,', 'IN2120 – Information Security', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5290 – Ethical Hacking.\n        \n', 'Teaching', '4 hours of lectures and practice per week', 'Examination', 'The home exam constitutes 40% of the final grade, while the final exam constitutes 60% of the final grade.', 'Both exams must be passed in the same semester.'], ['All written material are allowed.'], ['The examination text is given in English, and you submit your response in English.'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9290/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Health Management Information Systems,Department of Informatics,,,"[['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9330/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Statistical Signal Processing,Department of Informatics,,,"[['IN3190 – Digital Signal Processing,\xa0MAT1120 – Linear Algebra and\xa0IN1000 – Introduction to Object-oriented Programming/IN1900 – Introduction to Programming with Scientific Applications', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5340 – Statistical Signal Processing.\n        \n\n          10\n          credits overlap with\n          \n            INF4480 – Digital Signal Processing II (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF9480.\n        \n', 'Teaching', '4 hours of lectures every other week and 4 hours of group work the\xa0opposite weeks.', 'Submission of compulsory assignments is required. The course consist of 7 topics, each of which will have a mandatory assignment.\xa0These assignments will be more advanced than those given in the master variant of the course.\xa0Read more about requirements for submission of assignments, group work and legal cooperation under guidelines for mandatory assignments.', 'Examination', 'Final written or oral exam which counts 100% of the grade.', 'The form of the exam will be announced at the beginning of the semester and will depend on the number of participating students.', 'At least 6 of the 7 mandatory assignments must be approved before you can take the exam, and these assignments must be approved in the same semester.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0IN5340 – Statistical Signal Processing, INF4480 – Digital Signal Processing II (continued), INF9480'], ['You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester.', 'Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9340/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,CMOS Image Sensor Design,Department of Informatics,,,"[['Prerequisites in analog/mixed-signal CMOS construction, analog microelectronics, digital imaging and linear circuit electronics are recommended.', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            INF9442 – Image Sensor Circuits and Systems (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF5442 – Image Sensor Circuits and Systems (continued).\n        \n\n          10\n          credits overlap with\n          \n            IN5350 – CMOS Image Sensor Design.\n        \n\n          7\n          credits overlap with\n          \n            INF5441 – CMOS billedsensor (continued).\n        \n\n          5\n          credits overlap with\n          \n            INF9440 – CMOS Image sensors (continued).\n        \n\n          5\n          credits overlap with\n          \n            INF5440 – CMOS Image sensors (discontinued).\n        \n', 'Teaching', '2 hours of lectures per week, plus mandatory\xa0exercises each week.', 'Submission and approval of mandatory assignments is required. Read more about requirements for submission of assignments, group work and legal cooperation under guidelines for mandatory assignments.', 'Examination', 'Oral or 4 hours written digital exam, dependent on the number of students.', 'All mandatory assignments must be approved before you can take the exam.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0IN5350 – CMOS Image Sensor Design, INF5442 – Image Sensor Circuits and Systems (continued), INF9442 – Image Sensor Circuits and Systems (continued), INF5441 – CMOS billedsensor (continued)'], ['Subjects taught in English will only offer the exam paper in English.', 'You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9350/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,ICT for Development: Building a Better World?,Department of Informatics,,,"[['The examination text is given in English, and you submit your response in English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9390/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Machine Learning for Image Analysis,Department of Informatics,,,"[['MAT1110/MAT1120', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5400 – Machine Learning for Image Analysis.\n        \n\n          10\n          credits overlap with\n          \n            INF5860 – Machine Learning for Image Analysis (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF9860 – Machine Learning for Image Analysis (continued).\n        \n', 'Teaching', '2 hours lectures and 2 hours exercises every week.', 'Mandatory assignments must be approved before you can take the exam. Read more about requirements for submission of assignments, group work and legal cooperation under guidelines for mandatory assignments.', 'Examination', 'Final home exam which counts 100% towards the final grade', 'All mandatory assignments must be approved before you can take the exam.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0INF9860 - Machine Learning for Image Analysis (continued),\xa0INF5860 - Machine Learning for Image Analysis (continued),\xa0IN5400 - Machine Learning for Image Analysis'], ['No examination support material is allowed.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9400/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Energy Informatics,Department of Informatics,,,"[['The course assumes basic informatics knowledge.', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5410 – Energy Informatics.\n        \n\n          10\n          credits overlap with\n          \n            INF5870 – Energy Informatics (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF9870 – Energy Informatics (continued).\n        \n', 'Teaching', '3 hours of lectures, seminars and guest lectures per week.', 'There are mandatory programming assignments in the course.', 'Examination', 'The exams in the course consist of the following:', '2 project assignments. Each assignment is worth 15% of the final grade.Oral exam, which is worth 70% of the final grade.', 'All parts of the exams must be passed, and must be passed in the same semester.', 'All mandatory assignments must be approved before you can take the oral exam.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0IN5410 - Energy Informatics,\xa0INF5870 - Energy Informatics (continued),\xa0INF9870 - Energy Informatics (continued)'], ['No examination support material is allowed.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9410/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Distributed Blockchain Technologies,Department of Informatics,,,"[['IN5200 – Advanced Digital System Design/INF5040 or another course in distributed systems. The most relevant aspects of distributed systems are P2P, data replication, and consensus protocols', 'Knowledge in security and applied cryptography;', 'Knowledge in distributed databases', 'Python programming experience for a programming assignment.', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5420 – Distributed Blockchain Technologies.\n        \n', 'Teaching', 'Being a seminar, the course consists of reading, presenting, and discussing research papers. In the beginning, an overview lecture in the area will be given. Attending the first lecture is mandatory.', '3 hours pr week. It´s mandatory to attend at least 75% of the lectures. Everyone will be required to hold a presentation, and submission of short summaries for at least 75% of the topics.', 'Everyone will be required to submit a single programming assignment', 'Active participation in lessions and discussions is required.', 'Being a seminar, the course consists of reading, presenting, and discussing research papers. In the beginning, an overview lecture in the area will be given. In particular, the seminar covers:', 'bitcoin and origins of blockchainblockchain storage technologiesscalability of the data update (consensus) protocolssecurity and privacy aspects', 'Examination', 'Oral exam. All mandatory activities must be approved in order to be admitted to the exam.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0IN5420 - Distributed Blockchain Technologies'], ['No examination support material is allowed.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9420/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Selected Topics in Static Analysis,Department of Informatics,,,"[['No examination support material is allowed.'], ['The examination text is given in English, and you submit your response in English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9440/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Array Signal Processing,Department of Informatics,,,"[['IN3190 – Digital Signal Processing/IN4190 – Digital Signal Processing, MAT1120 – Linear Algebra, IN1910 – Programming with Scientific Applications/IN1010 – Object-oriented Programming and IN3015 – Ultrasound Imaging/IN4015', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5450 – Array Signal Processing.\n        \n\n          6\n          credits overlap with\n          \n            INF5410 – Signal processing in space and time (continued).\n        \n\n          6\n          credits overlap with\n          \n            INF9410 – Space-time signal processing (continued).\n        \n', 'Teaching', '4 hours of tuition per week that will be a mix of lectures and plenary review of exercises, etc.', 'The mandatory assignments must be approved prior to the exam. Approval of a mandatory assignment is only valid for the same year as the assignment is submitted.\xa0Rules for mandatory assignments.\xa0Note that the assignments in IN9450 will be more extensive than the ones in IN5450.', 'You should familiarize yourself with the rules that apply to\xa0the use of sources and citations. If you violate the rules, you may be suspected of\xa0cheating/attempted cheating.', 'Examination', 'Oral exam (or written if the student number is high).', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses: IN5450 – Array Signal Processing'], ['No examination support material is allowed.'], ['You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9450/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Advanced Topics in Artificial Intelligence for Intelligent Systems,Department of Informatics,,,"[['IN3050 – Introduction to Artificial Intelligence and Machine Learning/IN4050 – Introduction to Artificial Intelligence and Machine Learning, INF3490 – Biologically inspired computing (continued)/INF4490 – Biologically Inspired Computing (continued) or similar', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5490 – Advanced Topics in Artificial Intelligence for Intelligent Systems.\n        \n\n          5\n          credits overlap with\n          \n            IN9495 – Advanced Topics in Artificial Intelligence for Intelligent Systems (continued).\n        \n', 'Teaching', 'The course material is taught through lectures, discussions, supervision, and assignments. Lectures and student presentations will be organised as two- or three-week workshop sessions. Teaching is combined with IN5490. Project work is done in groups in between the workshop weeks and will be guided by a group supervisor who is an expert on the chosen topic.', '80% workshop sessions (lectures, discussions etc) attendance is required, and the students must be active in discussions and give at least one paper summary presentation and one or more presentation(s) of their project. There are mandatory assignments/tasks that must be passed.\xa0Mandatory assignments and other hand-ins at Department of Informatics during the pandemic\xa0', 'Examination', 'To pass, the following requirements need to be fulfilled throughout the semester:', 'Students must give at least one paper summary presentation.Prepare one paper draft\xa0and get approved compulsory assignments. Equal contribution of each project member in a group is expected, otherwise, additional assignments may have to be passed.Attend at least 80% of all seminar sessions.', 'The paper draft will consist of a\xa0more thorough\xa0set of experiments\xa0and a 50% longer paper compared to IN5490, and assignments of the\xa0PhD-students will entail\xa0additional work compared to IN5490.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses: IN5490 – Advanced Topics in Artificial Intelligence for Intelligent Systems'], ['The examination text is given in English, and you submit your response in English.'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9490/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Computer Supported Co-operative Work,Department of Informatics,,,"[['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9500/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Participatory experimental design,Department of Informatics,,,"[['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9510/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Digital Image Analysis,Department of Informatics,,,"[['INF1010 – Object oriented programming (continued)/INF1100 – Introduction to programming with scientific applications (continued), IN1000 – Introduction to Object-oriented Programming, IN1900 – Introduction to Programming with Scientific Applications, INF2310 – Digital bildebehandling (continued), MAT1110 – Calculus and Linear Algebra', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5520 – Digital Image Analysis.\n        \n\n          10\n          credits overlap with\n          \n            INF4300 – Digital image analysis (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF9305 – Digital Image Analysis (continued).\n        \n\n          5\n          credits overlap with\n          \n            INF9305 – Digital Image Analysis (continued).\n        \n', 'Teaching', '2 hours of lectures and 2 hours of exercises each week. You must pass all mandatory assignments before the exam. PhD-students are given an extended mandatory project.', 'Examination', 'Oral or written exam (4 hours) dependent on the number of student. PhD students are given additional exercises.', 'All mandatory assignments must be passed prior to the exam.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses: IN5520 – Digital Image Analysis, INF4300 – Digital image analysis (continued), INF9305 – Digital Image Analysis (continued)'], ['Approved calculator'], ['You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9520/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Research Through Design,Department of Informatics,,,"[['IN1050 - Introduction to Design, Use, Interaction,\xa0IN2020 - Methods in Interaksjonsdesign', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5530 – Research Through Design.\n        \n\n          10\n          credits overlap with\n          \n            INF5591 – Advancements in interaction design (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF9591 – Advancements in interaction design (continued).\n        \n', 'Teaching', 'This is a studio-based, 5-weeks intensive course, implying 40 hours work load during those weeks. The attendance is required for min 80% of time', 'Examination', 'PhD candidates have to submit a written work with theoretical reflections and practical implications of the work (an essay or a short paper).', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0IN5530 - Research Through Design,\xa0INF5591 - Advancements in interaction design (continued),\xa0INF9591 - Advancements in interaction design (continued)'], ['No examination support material is allowed.'], ['You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9530/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Privacy by Design,Department of Informatics,,,"[['General knowledge about information security (e.g. IN2120) and system design (e.g. IN1030)', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5540 – Privacy by Design.\n        \n', 'Teaching', '2 hours of lectures and 2 hours of group work per week', 'Examination', 'Home assignments and presentation counts 40% toward the final grade, with a final written digital exam counts 60%', 'Both exams must be passed in the same semester'], ['No examination support material is allowed.'], ['The examination text is given in English, and you submit your response in English.'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are offered a postponed examination at the beginning of the next semester.Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9540/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Neural Methods in Natural Language Processing,Department of Informatics,,,"[['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9550/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Distributed Objects,Department of Informatics,,,"[['IN4151', 'One or more off:', 'UNIK4290, IN5020, IN5060, IN9020, IN9070, IN9060\xa0(taking the course in the same semester as IN9570 is OK)', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            INF5510 – Distributed objects (continued).\n        \n\n          10\n          credits overlap with\n          \n            IN5570 – Distributed Objects.\n        \n', 'Teaching', '2 hours of lectures each week, with 6 hour lectures every 3 weeks. 2 hours of group exercises each week. The course is heavily Learning-by-Doing thru multiple larger programming assignments.', 'All mandatory assignments must be passed prior to the final exam.', 'Additional demands in regards to the home exam for the PhD-variant:', 'theoretical sectionscomparisons with alternative solutionsextended performance measurements', '\xa0', 'Attending the first lecture is mandatory.', 'Examination', '2 home exams account for 25% of the final grade each, while an oral exam (4 hours long written digital if more than 20 candidates) account for 50% of the final grade.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0IN5570 - Distributed Objects,\xa0INF5510 - Distributed objects (continued)'], ['Oral/written exam: All written material allowed'], ['The examination text is given in Norwegian. If the course is taught in English, the examination text will only be given in English. You may answer in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9570/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Computability theory,Department of Informatics,,,"[['It will be an advantage to have completed one or more of the following courses: IN1150 – Logical Methods, INF2080 – Logikk og beregninger (continued), INF3170 – Logic (continued), MAT-INF3600 – Mathematical Logic', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5580 – Computability theory.\n        \n\n          10\n          credits overlap with\n          \n            INF5840 – Computability theory (continued).\n        \n\n          10\n          credits overlap with\n          \n            INF9840 – Computability theory (continued).\n        \n', 'Teaching', '2 hours + 1 hour of lectures each week. There will be one mandatory assignment which must be passed prior to the final exam.', 'Examination', 'Oral exam.', 'The mandatory assignment must be passed prior to the exam.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses:\xa0INF9840 - Computability theory (continued),\xa0INF5840 - Computability theory\xa0,\xa0IN5580 - Computability Theory'], ['No examination support material is allowed.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9580/index.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Programming Ubiquitous Things,Department of Informatics,,,"[['No examination support material is allowed.'], ['The examination text is given in English. You must answer in English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester. Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9600/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Fog Computing,Department of Informatics,,,"[['IN5020 – Distributed Systems/IN9020', 'The most relevant knowledge that students acquire in IN5020/IN9020 is Java knowledge and knowledge of the basic principles and concepts of distributed systems.', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            IN5700 – Fog Computing.\n        \n', 'Teaching', '2 hours of lectures and 2 hours of lab and exercises\xa0per week.', 'During the lectures, lecturers and students will present and discuss articles and\xa0other material that\xa0illuminates the topics in the articles. Presentation of articles\xa0is mandatory and must be approved prior to the oral exam. Emphasis is placed on discussing the topics covered.', 'As part of the group exercises, the students will individually develop a project with guidance from the lecturer.', 'It is mandatory to attend the first lecture because important information will be provided.', 'Examination', 'The assessment consists of:', 'Project\xa0(and accompanying short written report) done individuallyOral exam\xa0where the participants in the group are heard in the project\xa0and examined in the theoretical material.', 'Both parts of the exam are considered equally important, and both must be passed and must be passed in\xa0the same semester. The mandatory article presentation must be approved to take the oral exam.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses: IN5700 – Fog Computing'], ['No aids allowed.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9700/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Selected Theoretical Topics in Information Systems Development,Department of Informatics,,,"[['This course assumes a basic understanding of information systems concepts and perspectives such as socio-technical approaches, IT in organizations, the importance of context, user participation etc.', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            INF9200 – Selected Theoretical Topics in Information Systems Development (continued).\n        \n\n          10\n          credits overlap with\n          \n            IN460.\n        \n', 'Teaching', 'Lectures\xa0and seminars with discussion of literature.', 'Examination', 'Individual essay. Possibly oral examination.', 'It will also be counted as one of\xa0your three\xa0attempts to sit the exam for this course, if you sit the exam for one of the following courses: INF9200 – Selected Theoretical Topics in Information Systems Development (continued)'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/ifi/IN9900/index.html,
